Oneness Movement	Bhagavan and Amma's teaching of enlightenment through diksha blessing.
Rajneesh movement	Osho/Bhagwan Shree Rajneesh's teaching of dynamic meditation and tantra.
Satsang	Spiritual gatherings emphasizing discourse, devotion, and truth-seeking.
Shirdi Sai Baba movement	Devotion to syncretic saint teaching Hindu-Muslim unity.
Sivananda Yoga Vedanta Centres	International organization teaching classical yoga and Vedanta.
Sri Aurobindo Ashram	Community following Aurobindo's Integral Yoga and evolutionary spirituality.
Sri Ramana Ashram	Center preserving Ramana Maharshi's self-inquiry teaching.
Neo-Advaita	Western adaptations of Advaita Vedanta emphasizing immediate awakening.
Swaminarayan Sampradaya	Gujarati Hindu movement venerating Swaminarayan as supreme deity.
Bochasanwasi Akshar Purushottam Swaminarayan Sanstha	BAPS denomination emphasizing guru succession and temple building.
Laxmi Narayan Dev Gadi	Swaminarayan branch centered on Vadtal diocese.
International Swaminarayan Satsang Mandal	Global Swaminarayan organization promoting devotion and service.
Swaminarayan Gurukul	Educational and spiritual organization teaching Swaminarayan values.
Nar Narayan Dev Gadi	Swaminarayan branch centered on Ahmedabad diocese.
International Swaminarayan Satsang Organisation	Worldwide Swaminarayan fellowship organization.
Narnarayan Dev Yuvak Mandal	Youth organization of Swaminarayan tradition.
Swaminarayan Gadi (Maninagar)	Maninagar-based Swaminarayan denomination.
Swaminarayan Mandir Vasna Sanstha	Vasna temple-centered Swaminarayan organization.
Transcendental Meditation	Maharishi Mahesh Yogi's mantra meditation technique and organization.
Muist	Korean indigenous shamanic tradition venerating spirits and ancestors.
Cheondoism	Korean religion teaching Heavenly Way, human dignity, and social reform.
Jeungsanism	Korean new religion teaching cosmic renovation by Supreme God Jeungsan.
Bocheonism	Jeungsanist branch teaching universal salvation and cosmic renewal.
Daesun Jinrihoe	Largest Jeungsanist group teaching cosmic truth and earthly paradise.
Jeung San Do	Jeungsanist organization teaching cosmic autumn and human completion.
Suwunism	Korean indigenous teaching blending shamanism with ethical philosophy.
Daejongism	Korean religion teaching national unity and indigenous spirituality.
Victory Altar	Korean new religion teaching Park Tae-seon's healing and salvation.
Neo-Buddhism	Modern Buddhist reform and innovation movements worldwide.
Đạo Bửu Sơn Kỳ Hương	Vietnamese Buddhist sect emphasizing esoteric practices and healing.
Hòa Hảo	Vietnamese Buddhist reform movement emphasizing simplicity and lay practice.
Tứ Ân Hiếu Nghĩa	Four Debts of Gratitude teaching emphasizing filial piety and loyalty.
Diamond Way Buddhism	Ole Nydahl's Karma Kagyu organization for Western lay practitioners.
Falun Gong	Li Hongzhi's qigong movement teaching truthfulness, compassion, forbearance. 
Guanyin Famen	Buddhist sect centering Avalokiteshvara/Guanyin bodhisattva devotion.
Humanistic Buddhism	Modern reform emphasizing engaged Buddhism and this-worldly practice.
Navayana	Ambedkar's "New Vehicle" Buddhism for Dalit liberation and social equality.
New Kadampa Tradition	Geshe Kelsang Gyatso's modern Gelug Buddhist organization.
Nipponzan-Myōhōji-Daisanga	Japanese Buddhist order building peace pagodas and promoting nonviolence.
PL Kyodan	Perfect Liberty teaching self-expression as worship and life as art.
Reiyūkai	Japanese lay Buddhist movement emphasizing ancestor veneration and Lotus Sutra. 
Risshō Kōsei Kai	Japanese Buddhist group teaching Lotus Sutra and group counseling.
Rimé movement	Non-sectarian Tibetan Buddhist approach preserving all lineages equally.
Shambhala Buddhism	Chögyam Trungpa's teaching of Shambhala warriorship and secular Buddhism.
Shinnyo-en	Japanese esoteric Buddhist movement teaching interconnection and compassion.
Soka Gakkai	Lay Nichiren Buddhist movement emphasizing chanting and value creation.
Triratna Buddhist Community	Sangharakshita's Western Buddhist order emphasizing friendship and ethics. 
True Buddha School	Tantric Buddhism teaching founded by Living Buddha Lian-sheng.
Won Buddhism	Korean reform Buddhism teaching timeless dharma and modernized practice.
Perennial	Philosophies teaching universal truth underlying all religions.
Interfaith	Movements promoting dialogue, cooperation, and unity among religions.
Omnism	Belief that truth exists in all religions, rejecting exclusivity.
Anandamayee Sangha	Community following Bengali saint Anandamayi Ma's non-dualist teachings.
Bell religion	Vietnamese syncretic movement combining Buddhism, Taoism, and local beliefs.
Brahma Kumaris	Women-led Indian movement teaching raja yoga and soul consciousness.
Caodaism	Vietnamese syncretic religion combining Buddhism, Taoism, Christianity, and spiritism. 
Coconut religion	Vietnamese syncretic movement with distinctive coconut symbolism.
Đạo Dừa	Vietnamese Coconut Religion teaching simplicity and syncretism.
Living Interfaith	Movement promoting active interfaith engagement and understanding.
Meivazhi	Tamil syncretic religion teaching unity of all faiths and social reform.
Moorish Orthodox Church of America	Syncretic group blending Sufism, psychedelia, and alternative spirituality.
Omnism	Belief in truth across all religions.
Open-source religion	Collaborative approach to religious practice and innovation.
Satya Dharma	Indonesian syncretic religion teaching universal truth and tolerance.
Sathya Sai Baba movement	Devotion to Indian guru teaching love, service, and miracles.
Share International	Benjamin Creme's movement teaching coming world teacher Maitreya.
Subud	Indonesian spiritual movement teaching latihan spontaneous worship.
Shinshukyo	Japanese "new religions" arising since 19th century.
Aum Shinrikyo	Shoko Asahara's apocalyptic cult conducting 1995 Tokyo subway attack.
Aleph	Reformed successor to Aum Shinrikyo after terrorist attacks.
Hikari no Wa	Splinter group from Aum Shinrikyo rejecting violence.
Church of World Messianity	Johrei movement teaching divine light healing and natural agriculture.
Dōkai	Japanese spiritual group teaching moral cultivation.
Gedatsukai	Japanese new religion teaching liberation through ancestor veneration.
Happy Science	Ryuho Okawa's movement teaching El Cantare and spiritual messages.
Higashikuni-kyo	Japanese new religion teaching harmonious living.
Ijun	Japanese spiritual movement teaching moral development.
Kenshōkai	Japanese group teaching enlightenment and spiritual realization.
Kokuchukai	Japanese movement teaching national essence spirituality.
Mahikari	Japanese movement teaching purification through divine light (okiyome).
Sukyo Mahikari	Main branch of Mahikari teaching true light civilization.
World Divine Light (Sekai Mahikari Bunmei Kyōdan)	Mahikari branch emphasizing global mission.
Myōdōkai Kyōdan	Japanese spiritual organization teaching wondrous way.
Shinreikyo	Japanese new religion teaching spiritual realm connection.
Shōroku Shintō Yamatoyama	Japanese mountain spirituality tradition.
Shumei	Meishu-sama's teaching emphasizing art, agriculture, and healing.
Shingaku	Ishida Baigan's Edo-period teaching of heart-learning and merchant ethics.
Shinmeiaishinkai	Japanese spiritual association teaching divine connection.
Shōshinkai	Japanese group teaching true faith and spiritual awakening.
Tenrikyo	Nakayama Miki's teaching of joyous life and God the Parent (Tenri-O-no-Mikoto).
Tenrin-Ō Meisei Kyōdan	Tenrikyo splinter group with alternative interpretations.
Honmichi	Tenrikyo offshoot teaching original path and divine revelation.
Honbushin	Japanese spiritual group teaching true buddha-mind.
Sekai Shindokyo	Japanese new religion teaching world divine way.
Daehan Cheolligyo	Korean religion teaching national principles.
Tenshō Kōtai Jingūkyō	Dancing religion teaching Goddess Tensho through ecstatic worship.
Zenrinkyo	Japanese movement teaching universal neighborly love.
Sikh-derived	Modern movements emerging from Sikh tradition and Sant Mat lineages.
Contemporary Sant Mat movements	Modern sound current yoga paths teaching inner light and sound.
Advait Mat	Non-dualist Sant Mat teaching unity with formless one.
Radha Soami	Surat Shabd Yoga movements teaching inner sound and light meditation.
Radha Soami Satsang Beas	Largest Radha Soami branch based in Beas, Punjab.
Radha Soami Satsang Dayagbal	Radha Soami lineage emphasizing compassion and devotion.
Radha Swami Satsang, Dinod	Dinod-based Radha Soami branch with distinctive practices.
Ruhani Satsang	Kirpal Singh's Sant Mat teaching inner spiritual journey.
Manavta Mandir	Humanistic spiritual teaching emphasizing universal brotherhood.
Science of Spirituality (a.k.a. Sawan Kirpal Ruhani Mission)	Sant Mat organization teaching meditation on inner light.
Ancient Teachings of the Masters	Sant Mat lineage claiming ancient wisdom transmission.
Dera Sacha Sauda	Controversial Indian spiritual organization following living master.
Eckankar	Paul Twitchell's teaching of soul travel and ECK sound current.
Elan Vital (formerly Divine Light Mission)	Prem Rawat's teaching of Knowledge meditation techniques.
Movement of Spiritual Inner Awareness	John-Roger's MSIA teaching soul transcendence.
Ravidassia	Dalit religious movement following teachings of saint Ravidas.
Historical religions	Extinct religious traditions from ancient and pre-modern civilizations.
Prehistoric religion	Religious beliefs and practices before written records and historical documentation.
Cucuteni–Trypillia religion	Neolithic culture's beliefs in modern Romania-Ukraine region.
Funnelbeaker religion	Early Neolithic religion of Northern European megalith builders.
Linear Pottery religion	First farming culture's beliefs in Central Europe.
Paleolithic religion	Stone Age beliefs evidenced by cave art and burial practices.
Urreligion (theorized)	Hypothetical original human religion before diversification.
Urmonotheismus (theorized)	Wilhelm Schmidt's theory of original monotheism.
Varna religion	Chalcolithic culture's beliefs in Bulgaria with elaborate burials.
Bronze Age	Religious traditions during bronze metallurgy era (3300-1200 BCE).
Amorite religion	Ancient Levantine people's polytheistic beliefs and tribal deities.
Ancient Egyptian religion	Polytheistic tradition with pharaohs, pyramids, and elaborate afterlife beliefs.
Atenism	Akhenaten's short-lived monotheistic reform worshiping sun disk Aten.
Mysteries of Osiris	Egyptian initiatory rites teaching death and resurrection of Osiris.
New Solar Theology	Egyptian theological reform emphasizing universal solar deity.
Ancient Mesopotamian religion	Sumerian-Akkadian polytheism with ziggurats and divine kingship.
Ancient Assyrian religion	Mesopotamian tradition venerating Ashur and martial deities.
Babylonian religion	Mesopotamian polytheism centered on Marduk and Ishtar.
Sabian religion	Ancient star-worshiping traditions of Harran and Mesopotamia.
Shamsiyah	Solar worship traditions in ancient Near East.
Sumerian religion	Earliest Mesopotamian religion with An, Enlil, and temple estates.
Ancient Semitic religion	Common polytheistic traditions of ancient Semitic peoples.
Ancient Canaanite religion	Levantine polytheism venerating El, Baal, and Asherah.
Midianite religion	Religion of Moses' father-in-law's people in Arabian peninsula.
Yahwism	Pre-exilic Israelite monolatry focused on national god Yahweh.
Harappan religion	Indus Valley civilization's beliefs with seals suggesting proto-Shiva worship.
Hattian religion	Pre-Indo-European religion of central Anatolia.
Hittite religion	Anatolian Indo-European tradition with thousand gods and storm deity worship.
Hurrian religion	Ancient Near Eastern tradition with storm god Teshub.
Kassite religion	Babylonian dynasty's beliefs blending Mesopotamian and mountain deities. 
Luwian religion	Anatolian Indo-European religion with hieroglyphic inscriptions.
Minoan religion	Pre-Greek Cretan religion emphasizing goddesses, bulls, and nature.
Mycenaean religion	Early Greek religion evidenced by Linear B tablets naming later gods.
Nordic Bronze Age religion	Scandinavian religion with rock carvings and sun worship.
Palà religion	Ancient Anatolian religious tradition.
Prehistoric Chinese religions	Early Chinese beliefs before historical dynasties.
Hemudu religion	Neolithic Yangtze culture's beliefs with rice agriculture.
Hongshan religion	Neolithic culture's jade-working religion in northeast China.
Liangzhu religion	Neolithic culture's beliefs with elaborate jade cong ritual objects.
Longshan religion	Late Neolithic culture's shamanic and ancestor-focused beliefs.
Shang religion	Bronze Age Chinese religion with oracle bones and ancestor worship.
Shang ancestor worship	Ritual veneration of royal and noble ancestors through sacrifice.
Zhou religion	Early Chinese religion with Mandate of Heaven and ancestor worship.
Proto-Indo-Iranian religion	Reconstructed common religion of Indo-Iranian peoples before split.
Mahabadism	Ancient Iranian religious tradition.
Mazdaism	Ancient Iranian religion venerating Ahura Mazda as supreme deity. 
Proto-Uralic religion	Reconstructed shamanic religion of ancestral Finno-Ugric peoples.
Urnfield religion	Late Bronze Age Central European religion with cremation burials.
Classical antiquity	Greco-Roman period religions (8th century BCE - 6th century CE).
Adena religion	Early Woodland culture's mound-building religion in Ohio Valley.
Aksumite religion	Ancient Ethiopian kingdom's pre-Christian polytheism and early Christianity. 
Albanian paganism	Ancient Illyrian polytheistic traditions in Albania.
Ancient Greek religion	Olympian polytheism with temple worship, oracles, and Olympic games.
Arcadian Cults	Ancient Greek worship in isolated Arcadia with Pan emphasis.
Aristotelianism	Philosophical school teaching unmoved mover and contemplative ethics.
Cult of Adonis	Mystery religion mourning dying-and-rising vegetation god.
Cult of Alexander the Great	Hellenistic worship of deified Macedonian conqueror.
Cult of Artemis	Widespread goddess worship centered at Ephesus temple.
Cult of Dionysus	Ecstatic worship of wine god with theater and mysteries.
Epicureanism	Philosophical school teaching atomism, pleasure, and absent gods.
Greco-Buddhism	Hellenistic-Buddhist synthesis in ancient Bactria and India.
Greco-Roman mysteries	Secret initiatory cults promising salvation and afterlife.
Cult of Jupiter Dolichenus	Roman military mystery cult of Syrian storm god.
Cult of the Great Gods	Samothrace mystery rites protecting sailors.
Cybele's Cult	Phrygian mother goddess worship with ecstatic priests.
Dionysian mysteries	Secret rites teaching communion with wine god and immortality.
Orphism	Mystery religion teaching reincarnation, asceticism, and Orpheus myth.
Eleusinian mysteries	Secret rites at Eleusis teaching Demeter-Persephone myth and afterlife.
Mysteries of Isis	Egyptian goddess cult promising rebirth and salvation.
Greek hero cults	Local worship of legendary figures at tombs and shrines.
Hellenistic religion	Syncretic religions of Alexander's empire blending Greek and Eastern traditions.
Platonism	Philosophical tradition teaching forms, demiurge, and soul immortality.
Middle Platonism	Platonic revival incorporating religious and mystical elements.
Neoplatonism	Plotinus' teaching of the One, emanation, and mystical ascent.
Pythagoreanism	Ancient school teaching number mysticism, vegetarianism, and transmigration.
Neopythagoreanism	Revival of Pythagorean number mysticism in Roman era.
School of the Sextii	Roman philosophical school blending Stoicism with Pythagorean asceticism. 
Stoicism	Philosophy teaching logos, virtue, fate, and cosmopolitanism.
Aryan religion	Indo-Iranian ancestral religion before India-Persia split.
Ancient Iranian religion	Pre-Zoroastrian polytheism of Iranian plateau.
Vedicism	Early Indo-Aryan religion of Vedic hymns, sacrifice, and cosmic order.
Castro religion	Celtic culture's hilltop settlement beliefs in Iberia.
Dacian religion	Thracian people's religion in ancient Romania with Zalmoxis cult.
Eblaite religion	Ancient Syrian city-state's polytheistic traditions.
Elamite religion	Ancient Iranian civilization's religion in southwestern Iran.
Etruscan religion	Pre-Roman Italian religion with divination and underworld emphasis.
Gallaecian religion	Celtic-influenced religion of northwest Iberian peoples.
Proto-Germanic paganism	Reconstructed common Germanic religion before tribal diversification.
Germanic paganism	Polytheistic traditions of Germanic tribes venerating Wodan and Thor.
Anglo-Saxon paganism	Germanic religion of England before Christianization.
Cimbri religion	Germanic tribe's religious beliefs and practices.
Frankish paganism	Pre-Christian religion of Frankish peoples.
Gothic paganism	East Germanic tribes' polytheistic traditions.
Old Norse religion	Viking Age Scandinavian worship of Odin, Thor, and Freyja.
Iberian religion	Pre-Roman indigenous religions of Iberian peninsula.
Illyrian religion	Ancient Balkan peoples' polytheistic traditions.
Iapydes religion	Illyrian tribe's religious beliefs in Adriatic region.
Kushite religion	Ancient Nubian kingdom's Egyptian-influenced polytheism.
Ligurian religion	Ancient northwestern Italian and southern French peoples' beliefs.
Lydian religion	Western Anatolian kingdom's religious traditions.
Nuragic religion	Sardinian Bronze Age religion with tower-temple complexes.
Paeonian religion	Ancient Macedonian-neighboring people's religious beliefs.
Phrygian religion	Anatolian religion venerating Cybele and Attis.
Proto-Celtic paganism	Reconstructed common Celtic religion before tribal differentiation.
Ancient Celtic religion	Iron Age Celtic polytheism with druids and nature veneration.
Celtic Animism	Celtic belief in spirits inhabiting natural features.
Punic religion	Carthaginian Phoenician religion venerating Baal Hammon and Tanit.
Roman religion	State polytheism with ritual exactness, augury, and civic piety.
Gallo-Roman religion	Syncretic Gaulish-Roman religion blending Celtic and Latin deities.
Roman Imperial cult	Worship of deified emperors and Roma goddess.
Mithraism	Roman military mystery cult of Iranian god Mithras with bull sacrifice.
Root West	Hypothetical reconstructed Western religious tradition.
Religion in pre-Islamic Arabia	Arab polytheism with Ka'aba, Allah, and tribal deities.
Nabataean religion	Arab kingdom's religion blending Arabian and Hellenistic elements.
South Arabian paganism	Ancient Yemen polytheism with astral deities.
Sabine religion	Ancient central Italian people's religious traditions.
Samnite religion	Ancient south-central Italian tribes' polytheistic beliefs.
Scythian religion	Iranian nomad traditions with horse sacrifice and shamanism.
Sramana	Ancient Indian ascetic traditions including Buddhism, Jainism, and Ajivika.
Thracian religion	Ancient Balkan polytheism with Orphic and Dionysian connections.
Umbrian religion	Ancient central Italian people's religion related to Roman traditions.
Marsi religion	Ancient central Italian tribe's religious practices.
Urartu religion	Ancient Armenian highland kingdom's polytheistic traditions.
Post-classical period	Medieval and early modern religions before modern era (500-1500 CE).
Arioi	Polynesian religious society with theatrical performances and fertility rites.
Baltic Finnic paganism	Pre-Christian beliefs of Estonian, Finnish, and related peoples.
Finnish paganism	Ancient Finnish polytheism venerating Ukko, Tapio, and nature spirits.
Batak religion	Indigenous Sumatran animistic religion with ancestor veneration. 
Bulgar religion	Turkic Bulgars' pre-Christian Tengriist and shamanistic traditions.
Caucasian Albanian paganism	Ancient Caucasus Albania's pre-Christian polytheistic religion.
Chimor religion	Chimú Empire's religion in coastal Peru with moon god worship.
Guanche religion	Indigenous Canary Islands religion before Spanish conquest.
Hungarian shamanism	Pre-Christian Magyar beliefs with táltos shamans and sky god.
Hunnic religion	Turkic-Mongolic Huns' shamanic and Tengriist traditions.
Khitan religion	Liao dynasty's shamanic-Buddhist syncretism with sky god worship.
Jamaican Maroon religion	Afro-Jamaican spiritual traditions blending African and indigenous beliefs.
Lima religion	Pre-Inca coastal Peruvian religion centered on Lima valley.
Moche religion	Ancient Peruvian religion with human sacrifice and warrior-priest rulers.
Sámi shamanism	Arctic indigenous Finno-Ugric drum divination and noaidi practitioners.
Slavic paganism	Pre-Christian Slavic polytheism venerating Perun, Veles, and nature spirits.
Tiwanaku religion	Andean civilization's religion centered on Gateway of the Sun deity. 
Tocharian religion	Indo-European people's Buddhism-influenced religion in Tarim Basin.
Vainakh religion	Chechen-Ingush pre-Islamic mountain beliefs with thunder god Sela.
Wari religion	Andean empire's religious system with human sacrifice and Staff God worship.
